compound_id,canonical_smiles,target,protein_id,organism,activity_type,activity_value,unit,dataset_layer,data_source,reference,label_confidence
WSA264,CCN1CCC=NC(SCc2ccccc2)=C2C=CC(CCNC2)CC1,whole cell,,Acinetobacter baumannii ATCC 17978,MIC,>128,ug/mL,layer_2_atp_synthase_specific,Literature (ACS Omega 2025),"DOI=10.1021/acsomega.5c06380 | year=2025 | title=Synthesis and Evaluation of Pyridine-Based Antibacterial Agents that Inhibit ATP Synthase in Acinetobacter baumannii | assay_note=broth microdilution, CLSI",medium_source_traceable_unverified
CHEMBL3094501,O=C(O)C(F)(F)F.c1cc2cc(-c3ccc(-c4cc5ccc(C6=NCCCN6)cc5[nH]4)cc3)[nH]c2cc1C1=NCCCN1,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,2.5,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1016/j.bmc.2013.10.014 | year=2013 | title=Potent and broad-spectrum antibacterial activity of indole-based bisamidine antibiotics: synthesis and SAR of novel analogs of MBX 1066 and MBX 1090. | assay_note=Antimicrobial activity against Acinetobacter baumannii ATCC 19606 after 16 to 20 hrs by broth microdilution method,medium_source_traceable_unverified
CHEMBL3099715,OCCNc1cc(C(F)(F)F)nc(-c2n[nH]c3cnccc23)n1,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,32.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/ml4003277 | year=2013 | title=Fragment-based discovery of 6-azaindazoles as inhibitors of bacterial DNA ligase. | assay_note=Antibacterial activity against Acinetobacter baumannii BM4454 expressing efflux transporter mutant after 18 to 24 hrs by broth microdilution method,medium_source_traceable_unverified
CHEMBL3105687,[C-]#[N+]C(=C)[C@@](Cc1ccc(OC)cc1)([N+]#[C-])C1C[C@@H](OC(=O)CO)CC[C@@H]1O,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,0.2564,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1016/j.bmcl.2013.12.059 | year=2014 | title=New natural products as new leads for antibacterial drug discovery. | assay_note=Antibacterial activity against Acinetobacter baumannii clinical isolate assessed as growth inhibition,medium_source_traceable_unverified
CHEMBL5315124,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.O,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,0.25,ug/mL,layer_1_general_antibacterial,ChEMBL,"DOI=10.1016/j.bmcl.2013.12.010 | year=2014 | title=Synthesis and antimicrobial activities of novel 1,2,4-triazolo [3,4-a] phthalazine derivatives. | assay_note=Antimicrobial activity against Acinetobacter baumannii after 24 hrs by broth microdilution method",medium_source_traceable_unverified
CHEMBL3113524,c1ccc(-c2nnc3c4ccccc4c(N4CCNCC4)nn23)cc1,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,64.0,ug/mL,layer_1_general_antibacterial,ChEMBL,"DOI=10.1016/j.bmcl.2013.12.010 | year=2014 | title=Synthesis and antimicrobial activities of novel 1,2,4-triazolo [3,4-a] phthalazine derivatives. | assay_note=Antimicrobial activity against Acinetobacter baumannii after 24 hrs by broth microdilution method",medium_source_traceable_unverified
CHEMBL3115936,CC[C@H](C)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CO)NC(=O)CNC(=O)[C@@H](CCN)NC(=O)[C@H](NC(=O)CC12CC3CC(CC(C3)C1)C2)C(C)C)C(C)C)C(=O)N[C@@H](C)C(=O)O,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,12.5,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm401779d | year=2014 | title=Synthesis and structure-activity relationship studies of N-terminal analogues of the antimicrobial peptide tridecaptin A(1). | assay_note=Antibacterial activity against Acinetobacter baumannii ATCC 19606 assessed as growth inhibition by broth dilution method,medium_source_traceable_unverified
CHEMBL3115935,CC[C@H](C)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CO)NC(=O)CNC(=O)[C@@H](CCN)NC(=O)[C@H](NC(=O)CCc1c2ccccc2cc2ccccc12)C(C)C)C(C)C)C(=O)N[C@@H](C)C(=O)O,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,25.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm401779d | year=2014 | title=Synthesis and structure-activity relationship studies of N-terminal analogues of the antimicrobial peptide tridecaptin A(1). | assay_note=Antibacterial activity against Acinetobacter baumannii ATCC 19606 assessed as growth inhibition by broth dilution method,medium_source_traceable_unverified
CHEMBL3115933,CC[C@H](C)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CO)NC(=O)CNC(=O)[C@@H](CCN)NC(=O)[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(C)C)C(C)C)C(=O)N[C@@H](C)C(=O)O,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,12.5,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm401779d | year=2014 | title=Synthesis and structure-activity relationship studies of N-terminal analogues of the antimicrobial peptide tridecaptin A(1). | assay_note=Antibacterial activity against Acinetobacter baumannii ATCC 19606 assessed as growth inhibition by broth dilution method,medium_source_traceable_unverified
CHEMBL3115930,CCCCCCCCCCCC(=O)N[C@@H](C(=O)N[C@H](CCN)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCN)C(=O)N[C@H](CCN)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C)C(=O)O)[C@@H](C)CC)C(C)C)C(C)C,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,50.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm401779d | year=2014 | title=Synthesis and structure-activity relationship studies of N-terminal analogues of the antimicrobial peptide tridecaptin A(1). | assay_note=Antibacterial activity against Acinetobacter baumannii ATCC 19606 assessed as growth inhibition by broth dilution method,medium_source_traceable_unverified
CHEMBL3115759,CCCCCCCCCCC(=O)N[C@@H](C(=O)N[C@H](CCN)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCN)C(=O)N[C@H](CCN)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C)C(=O)O)[C@@H](C)CC)C(C)C)C(C)C,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,12.5,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm401779d | year=2014 | title=Synthesis and structure-activity relationship studies of N-terminal analogues of the antimicrobial peptide tridecaptin A(1). | assay_note=Antibacterial activity against Acinetobacter baumannii ATCC 19606 assessed as growth inhibition by broth dilution method,medium_source_traceable_unverified
CHEMBL3115758,CCCCCCCCCC(=O)N[C@@H](C(=O)N[C@H](CCN)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCN)C(=O)N[C@H](CCN)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C)C(=O)O)[C@@H](C)CC)C(C)C)C(C)C,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,12.5,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm401779d | year=2014 | title=Synthesis and structure-activity relationship studies of N-terminal analogues of the antimicrobial peptide tridecaptin A(1). | assay_note=Antibacterial activity against Acinetobacter baumannii ATCC 19606 assessed as growth inhibition by broth dilution method,medium_source_traceable_unverified
CHEMBL3115757,CCCCCCCCC(=O)N[C@@H](C(=O)N[C@H](CCN)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCN)C(=O)N[C@H](CCN)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C)C(=O)O)[C@@H](C)CC)C(C)C)C(C)C,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,50.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm401779d | year=2014 | title=Synthesis and structure-activity relationship studies of N-terminal analogues of the antimicrobial peptide tridecaptin A(1). | assay_note=Antibacterial activity against Acinetobacter baumannii ATCC 19606 assessed as growth inhibition by broth dilution method,medium_source_traceable_unverified
CHEMBL3115756,CCCCCCCC(=O)N[C@@H](C(=O)N[C@H](CCN)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCN)C(=O)N[C@H](CCN)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C)C(=O)O)[C@@H](C)CC)C(C)C)C(C)C,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,12.5,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm401779d | year=2014 | title=Synthesis and structure-activity relationship studies of N-terminal analogues of the antimicrobial peptide tridecaptin A(1). | assay_note=Antibacterial activity against Acinetobacter baumannii ATCC 19606 assessed as growth inhibition by broth dilution method,medium_source_traceable_unverified
CHEMBL3115755,CCCCCCC(=O)N[C@@H](C(=O)N[C@H](CCN)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCN)C(=O)N[C@H](CCN)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C)C(=O)O)[C@@H](C)CC)C(C)C)C(C)C,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,12.5,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm401779d | year=2014 | title=Synthesis and structure-activity relationship studies of N-terminal analogues of the antimicrobial peptide tridecaptin A(1). | assay_note=Antibacterial activity against Acinetobacter baumannii ATCC 19606 assessed as growth inhibition by broth dilution method,medium_source_traceable_unverified
CHEMBL3115754,CCCCCC(=O)N[C@@H](C(=O)N[C@H](CCN)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCN)C(=O)N[C@H](CCN)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C)C(=O)O)[C@@H](C)CC)C(C)C)C(C)C,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,25.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm401779d | year=2014 | title=Synthesis and structure-activity relationship studies of N-terminal analogues of the antimicrobial peptide tridecaptin A(1). | assay_note=Antibacterial activity against Acinetobacter baumannii ATCC 19606 assessed as growth inhibition by broth dilution method,medium_source_traceable_unverified
CHEMBL3115753,CCCC(=O)N[C@@H](C(=O)N[C@H](CCN)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCN)C(=O)N[C@H](CCN)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C)C(=O)O)[C@@H](C)CC)C(C)C)C(C)C,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,100.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm401779d | year=2014 | title=Synthesis and structure-activity relationship studies of N-terminal analogues of the antimicrobial peptide tridecaptin A(1). | assay_note=Antibacterial activity against Acinetobacter baumannii ATCC 19606 assessed as growth inhibition by broth dilution method,medium_source_traceable_unverified
CHEMBL3115750,CC[C@@H](C)CC[C@H](O)CC(=O)N[C@@H](C(=O)N[C@H](CCN)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCN)C(=O)N[C@H](CCN)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C)C(=O)O)[C@@H](C)CC)C(C)C)C(C)C,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,50.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm401779d | year=2014 | title=Synthesis and structure-activity relationship studies of N-terminal analogues of the antimicrobial peptide tridecaptin A(1). | assay_note=Antibacterial activity against Acinetobacter baumannii ATCC 19606 assessed as growth inhibition by broth dilution method,medium_source_traceable_unverified
CHEMBL3115749,CC[C@H](C)CC[C@H](O)CC(=O)N[C@@H](C(=O)N[C@H](CCN)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCN)C(=O)N[C@H](CCN)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C)C(=O)O)[C@@H](C)CC)C(C)C)C(C)C,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,25.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm401779d | year=2014 | title=Synthesis and structure-activity relationship studies of N-terminal analogues of the antimicrobial peptide tridecaptin A(1). | assay_note=Antibacterial activity against Acinetobacter baumannii ATCC 19606 assessed as growth inhibition by broth dilution method,medium_source_traceable_unverified
CHEMBL3115748,CC[C@@H](C)CC[C@@H](O)CC(=O)N[C@@H](C(=O)N[C@H](CCN)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCN)C(=O)N[C@H](CCN)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C)C(=O)O)[C@@H](C)CC)C(C)C)C(C)C,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,12.5,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm401779d | year=2014 | title=Synthesis and structure-activity relationship studies of N-terminal analogues of the antimicrobial peptide tridecaptin A(1). | assay_note=Antibacterial activity against Acinetobacter baumannii ATCC 19606 assessed as growth inhibition by broth dilution method,medium_source_traceable_unverified
CHEMBL3115747,CC[C@H](C)CC[C@@H](O)CC(=O)N[C@@H](C(=O)N[C@H](CCN)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCN)C(=O)N[C@H](CCN)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C)C(=O)O)[C@@H](C)CC)C(C)C)C(C)C,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,12.5,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1021/jm401779d | year=2014 | title=Synthesis and structure-activity relationship studies of N-terminal analogues of the antimicrobial peptide tridecaptin A(1). | assay_note=Antibacterial activity against Acinetobacter baumannii ATCC 19606 assessed as growth inhibition by broth dilution method,medium_source_traceable_unverified
CHEMBL1198184,CCCCCc1ccc(C(=O)Nc2ccc3[nH]c(N)nc3c2)cc1,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,16.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1039/c2md20244a | year=2012 | title=The discovery of N-1 substituted 2-aminobenzimidazoles as zinc-dependent S. aureus biofilm inhibitors. | assay_note=Antimicrobial activity against multidrug-resistant Acinetobacter baumannii ATCC BAA-1605 after 16 hrs by broth microdilution method,medium_source_traceable_unverified
CHEMBL3218050,CCCCCc1ccc(C(=O)Nc2ccc3c(c2)nc(N)n3C)cc1.Cl,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,64.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1039/c2md20244a | year=2012 | title=The discovery of N-1 substituted 2-aminobenzimidazoles as zinc-dependent S. aureus biofilm inhibitors. | assay_note=Antimicrobial activity against multidrug-resistant Acinetobacter baumannii ATCC BAA-1605 after 16 hrs by broth microdilution method,medium_source_traceable_unverified
CHEMBL3218051,CCCCCc1ccc(C(=O)Nc2ccc3c(c2)nc(N)n3C(C)C)cc1.Cl,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,32.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1039/c2md20244a | year=2012 | title=The discovery of N-1 substituted 2-aminobenzimidazoles as zinc-dependent S. aureus biofilm inhibitors. | assay_note=Antimicrobial activity against multidrug-resistant Acinetobacter baumannii ATCC BAA-1605 after 16 hrs by broth microdilution method,medium_source_traceable_unverified
CHEMBL3221231,NCCC[C@H](NC(=O)c1ccc(-c2ccc(-c3ccccc3)cc2)cc1)C(=O)N[C@@H](CCCN)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,2.0,ug/mL,layer_1_general_antibacterial,ChEMBL,"DOI=10.1039/C3MD20311E | year=2013 | title=Antimicrobial activity and mode of action of novel, N-terminal tagged tetra-peptidomimetics | assay_note=Antibacterial activity against Acinetobacter baumannii ATCC 19606 after 18 hrs by CLSI microdilution broth assay",medium_source_traceable_unverified
CHEMBL3221232,CCCCC/C=C\C/C=C\CCCCCCCC(=O)N[C@@H](CCCN)C(=O)N[C@@H](CCCN)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,2.0,ug/mL,layer_1_general_antibacterial,ChEMBL,"DOI=10.1039/C3MD20311E | year=2013 | title=Antimicrobial activity and mode of action of novel, N-terminal tagged tetra-peptidomimetics | assay_note=Antibacterial activity against Acinetobacter baumannii ATCC 19606 after 18 hrs by CLSI microdilution broth assay",medium_source_traceable_unverified
CHEMBL3221233,NCCC[C@H](NC(=O)c1ccccc1N)C(=O)N[C@@H](CCCN)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,64.0,ug/mL,layer_1_general_antibacterial,ChEMBL,"DOI=10.1039/C3MD20311E | year=2013 | title=Antimicrobial activity and mode of action of novel, N-terminal tagged tetra-peptidomimetics | assay_note=Antibacterial activity against Acinetobacter baumannii ATCC 19606 after 18 hrs by CLSI microdilution broth assay",medium_source_traceable_unverified
CHEMBL3221234,NCCC[C@H](NC(=O)/C=C/c1ccc(N)cc1)C(=O)N[C@@H](CCCN)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,64.0,ug/mL,layer_1_general_antibacterial,ChEMBL,"DOI=10.1039/C3MD20311E | year=2013 | title=Antimicrobial activity and mode of action of novel, N-terminal tagged tetra-peptidomimetics | assay_note=Antibacterial activity against Acinetobacter baumannii ATCC 19606 after 18 hrs by CLSI microdilution broth assay",medium_source_traceable_unverified
CHEMBL3221236,CN[C@H](C(=O)N[C@@H](CCCN)C(=O)N[C@@H](CCCN)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O)C(C)C,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,64.0,ug/mL,layer_1_general_antibacterial,ChEMBL,"DOI=10.1039/C3MD20311E | year=2013 | title=Antimicrobial activity and mode of action of novel, N-terminal tagged tetra-peptidomimetics | assay_note=Antibacterial activity against Acinetobacter baumannii ATCC 19606 after 18 hrs by CLSI microdilution broth assay",medium_source_traceable_unverified
CHEMBL3221235,CN[C@@H](CC(C)C)C(=O)N[C@@H](CCCN)C(=O)N[C@@H](CCCN)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,128.0,ug/mL,layer_1_general_antibacterial,ChEMBL,"DOI=10.1039/C3MD20311E | year=2013 | title=Antimicrobial activity and mode of action of novel, N-terminal tagged tetra-peptidomimetics | assay_note=Antibacterial activity against Acinetobacter baumannii ATCC 19606 after 18 hrs by CLSI microdilution broth assay",medium_source_traceable_unverified
CHEMBL395673,NCCC[C@H](NC(=O)[C@@H](N)CCCN)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,512.0,ug/mL,layer_1_general_antibacterial,ChEMBL,"DOI=10.1039/C3MD20311E | year=2013 | title=Antimicrobial activity and mode of action of novel, N-terminal tagged tetra-peptidomimetics | assay_note=Antibacterial activity against Acinetobacter baumannii ATCC 19606 after 18 hrs by CLSI microdilution broth assay",medium_source_traceable_unverified
CHEMBL3218567,C/C=C\C=C\[C@@H]1O[C@](O)([C@H](CC)C(=O)NC/C=C/C=C(\C)[C@@H](OC)[C@@H](C)C(O)[C@@H](O)/C=C/C=C/C=C/C=C(\C)C(=O)c2c(O)ccn(C)c2=O)C[C@H](O)C1(C)C,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,32.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1039/C2MD20038D | year=2012 | title=Biosynthetic gene cluster and antimicrobial activity of the elfamycin antibiotic factumycin | assay_note=Antibacterial activity against Acinetobacter baumannii ATCC 17978 assessed as growth inhibition,medium_source_traceable_unverified
CHEMBL3218567,C/C=C\C=C\[C@@H]1O[C@](O)([C@H](CC)C(=O)NC/C=C/C=C(\C)[C@@H](OC)[C@@H](C)C(O)[C@@H](O)/C=C/C=C/C=C/C=C(\C)C(=O)c2c(O)ccn(C)c2=O)C[C@H](O)C1(C)C,whole-cell antibacterial activity (Acinetobacter baumannii),CHEMBL614425,Acinetobacter baumannii,MIC,16.0,ug/mL,layer_1_general_antibacterial,ChEMBL,DOI=10.1039/C2MD20038D | year=2012 | title=Biosynthetic gene cluster and antimicrobial activity of the elfamycin antibiotic factumycin | assay_note=Antibacterial activity against Acinetobacter baumannii B00636584 assessed as growth inhibition,medium_source_traceable_unverified
